quiz_detail_id,category,year level,question,answer_1,answer_2,answer_3,answer_4,correct_answer,is_active,difficulty_level
8453,Science,Intermediate (Grade 4-6),"Complete the statement by selecting the correct items. Covering the grounds with lava and ashes is a 1)_____ of volcanic eruptions but eventually, this will 2)_____ and will give a positive effect.","1: negative effect, 2: provide nutrients for the soil","1: negative effect, 2: turn to hot springs and other tourist spots","1: positive effect, 2: turn to hot springs and other tourist spots","1: positive effect, 2: provide nutrients for the soil","1: negative effect, 2: provide nutrients for the soil",1,Average
8454,Science,Intermediate (Grade 4-6),Complete the statement by matching the correct items. Volcanic eruptions may cause the formation or destruction of 1)_____. Volcanoes may emit 2)_____ and ashes that may result to the worsening of 3)_____.,"1: mountains, 2: life, 3: climate change","1: plates, 2: gases, 3: climate change","1: mountains, 2: gases, 3: climate change","1: gases, 2: mountains, 3: climate change","1: mountains, 2: gases, 3: climate change",1,Average
8455,Science,Intermediate (Grade 4-6),Which of the following will you do before an earhquake?,"Stay calm, nothing should be done before an earthquake","Prepare disaster supplies including food, water, first aid kit and flashlight.",Expect afershocks and be prepared.,Hide under a table or desk,"Prepare disaster supplies including food, water, first aid kit and flashlight.",1,Average
8456,Science,Intermediate (Grade 4-6),What is the best thing to do during an earthquake inside a building?,Stay outside of the building and get inside the car.,Stay on the same floor of the building and get under a desk or a table.,Check for gas leakages and electrical damages.,Look at the window to know what is happening outside.,Stay on the same floor of the building and get under a desk or a table.,1,Average
8457,Science,Intermediate (Grade 4-6),"After an earthquake, your house was damaged as shown in the figure. What is the best thing to do?",Stay away from your house and go to a safer place.,Check cracks in walls and ceilings.,Help in repairing the damages in your house. ,Get under a table to cover your head.,Stay away from your house and go to a safer place.,1,Average
8458,Science,Intermediate (Grade 4-6),Which of the following is NOT a safety precaution during an earthquake?,Stay away from objects that may fall and hit you.,Stay indoors if you are indoors. Stay outdoors if you are outdoors.,Drop to the floor and get under a table or desk to cover your hand.,Prepare disaster supplies.,Prepare disaster supplies.,1,Average
8459,Science,Intermediate (Grade 4-6),Which of the following will you use to inspect your house after an earthquake?,Candle,Torch,Flashlight,match sticks,Flashlight,1,Average
8460,Science,Intermediate (Grade 4-6),Which of the following is the best thing to do before a volcanic eruption?,Go anywhere you want.,Listen to updates regarding volcanic activity.,Wear mask and eye glasses.,Check if you acquired any injuries due to ashes or debris.,Listen to updates regarding volcanic activity.,1,Average
8461,Science,Intermediate (Grade 4-6),What is the best thing to do during a volcanic eruption?,Clean the ashes and debris outside house.,Leave the evacuation center and return home.,Stay indoors and close all the doors and windows.,Go outdoors to know what is happening.,Stay indoors and close all the doors and windows.,1,Average
8462,Science,Intermediate (Grade 4-6),"According to the news, there is a high possibility that lava and mud will pass within your area. What is the best thing to do?",Inspect your house to know if it can stand ashes and lava.,Help in repairing all the damages in your house.,Move to a safe place or to evacuation center.,Stand inside the house and keep the windows and doors close.,Move to a safe place or to evacuation center.,1,Average
8463,Science,Intermediate (Grade 4-6),"After the volcanic eruption, Marlon went out bare footed to play. Do you think it is good for Marlon to play outside? Why?",Yes. Because as a child he must enjoy playing.,Yes. Because the volcano is no longer erupting.,No. Because he should help his parents cleaning their house.,No. Because he is not wearing protective clothing and there could still be ash fall outside that may harm him.,No. Because he is not wearing protective clothing and there could still be ash fall outside that may harm him.,1,Average
8464,Science,Intermediate (Grade 4-6),Your family is planning to evacuate due to incoming volcanic eruption. Which of the following will you NOT bring? (Considering you have all of these at home.),Clothes,Refrigerator,Pets,Food and bottled waer ,Refrigerator,1,Average
8465,Science,Intermediate (Grade 4-6),Select the characteristics of the Wet Season.,presence of Northeast Monsoon from June to october ,presence of southwest Monsoon from November to March,presence of Northeast Monsoon from November to March,presence of Southwest Monsoon from June to October,presence of Southwest Monsoon from June to October,1,Average
8466,Science,Intermediate (Grade 4-6),Which is a reason behind the existence of only two seasons in the Philippines?,presence of two wind patterns,classified as subtropical country,location is near the equator,overwhelming number of storms annually,location is near the equator,1,Average
8467,Science,Intermediate (Grade 4-6),The four types of climates vary based on the ________.,prevalence of different climate types,prevalence of dry or wet season,amount of sunlight,amount of precipitation,prevalence of dry or wet season,1,Average
8468,Science,Intermediate (Grade 4-6),Which type of climate is characterized by evenly distributed amount of rainfall throughout the year?,Type III Climate,Type II Climate,Type I Climate,Type IV Climate,Type IV Climate,1,Average
8469,Science,Intermediate (Grade 4-6),Which is an example of an area with Type II Climate characterized by the absence of dry season with only little rainfall from November to April?,CARAGA Region,Marinduque,Ilocos Region,Matro Manila,CARAGA Region,1,Average
8470,Science,Intermediate (Grade 4-6),"Choose the appropriate season to perform the given activity. Planting crops like corn and onions that require long, sunny days to grow.",Dry and Wet Season,No season appropriate,Wet Season,Dry Season,Dry Season,1,Average
8471,Science,Intermediate (Grade 4-6),"Choose the appropriate season to perform the given activity. Climbing Mount Daraitan in Tanay, Rizal",Dry Season,Dry and Wet Season,No season appropriate,Wet Season,Dry Season,1,Average
8472,Science,Intermediate (Grade 4-6),Choose the appropriate season to perform the given activity. Wearing a raincoat and boots to school.,Wet Season,Dry and Wet Season,Dry Season,No season appropriate,Wet Season,1,Average
8473,Science,Intermediate (Grade 4-6),"Read the situation and answer the question. Toni is from Barangay San Isidro, a coastal area. He and his family had a hard time when the government officials forced evacuation due to Public Storm Signal No. 4 last June. During what season do you think thi",Cold Season,Hot Season,Wet Season,Dry Season,Wet Season,1,Average
8474,Science,Intermediate (Grade 4-6),"Read the situation and answer the question. Merida and her classmates are excited to plant rice for the first time as part of their Home Economics project. To their surprise, they were advised by the local farmers to postpone their activity. During what s",Dry Season,Cold Season,Hot Season,Wet Season,Dry Season,1,Average
8475,Science,Intermediate (Grade 4-6),What do we call the path that the earth follows as it revolves around the sun?,Elliptical,Orbit,Axis,Rotation,Orbit,1,Average
8476,Science,Intermediate (Grade 4-6),How many days does it take for Earth to revolve around the sun?,366 days,365 days,365 and 1/4 days,364 and 1/4 days,365 and 1/4 days,1,Average
8477,Science,Intermediate (Grade 4-6),It takes one year for the sun to revolve around the earth.,TRUE,False. It takes one year for the earth to revolve around the sun.,False. It takes one year for the sun to revolve around the moon.,False. It takes one year for the moon to revolve around the earth.,False. It takes one year for the earth to revolve around the sun.,1,Average
8478,Science,Intermediate (Grade 4-6),It takes 24 hours for Earth to rotate on its own axis.,TRUE,False. It takes 24 hours for Earth to rotate around the sun.,False. It takes 24 hours for Earth to revolve on its own axis.,False. It takes 24 hours for the Sun to rotate around the earth.,TRUE,1,Average
8479,Science,Intermediate (Grade 4-6),The leap year happens every three years.,False. The leap year happens every four years.,False. The leap year happens every two years.,False. The leap year happens every year.,TRUE,False. The leap year happens every four years.,1,Average
8480,Science,Intermediate (Grade 4-6),We experience different seasons in a year because of the Earth's tilt on its own axis as it revolves around the sun.,TRUE,False. We experience different seasons in a year because of the Earth's revolution on its own axis as it rotates around the sun.,False. We experience different seasons in a year because of the Earth's tilt on its own axis as it rotates around the sun.,False. We experience same seasons in a year because of the Earth's tilt on its own axis as it revolves around the sun.,TRUE,1,Average
8481,Science,Intermediate (Grade 4-6),Which explains why the sun rises in the east and sets in the west each day?,The sun moves apparently from east to west as the Earth revolves around it.,The sun moves apparently from east to west as the Earth rotates from west to east.,The sun is actually moving in space from east to west each day.,The sun moves apparently from east to west as the Earth rotates from east to west.,The sun moves apparently from east to west as the Earth rotates from west to east.,1,Average
8482,Science,Intermediate (Grade 4-6),Which of the following statements is false?,Earth's rotation on its own axis causes the apparent movement of stars and sun.,Earth's revolution affects the sequence of season within a year.,Earth's revolution around the sun results to Coriolis effect.,Earth's rotation on its axis causes both faces of the earth to experience day and night.,Earth's revolution around the sun results to Coriolis effect.,1,Average
8483,Science,Intermediate (Grade 4-6),Which of the following statements is true?,Northern and Southern hemispheres experience the same season at a time.,Northern hemisphere will experience winter if the northern part of the earth is tilted away from the sun.,The length of the day and night during summer and winter are equal.,The sequence of the seasons within a year is affected by Earth's revolution alone.,Northern hemisphere will experience winter if the northern part of the earth is tilted away from the sun.,1,Average
8484,Science,Intermediate (Grade 4-6),Which of the following statements is true about the wind systems?,"Since the earth is rotating from east to west, the wind follows a curve path to the west instead of moving along a straight path.","Since the earth is rotating from west to east, the wind follows a curve path to the east instead of moving along a straight path.","Since the earth is rotating from east to west, the wind follows a curve path to the east instead of moving along a straight path.","Since the earth is rotating from west to east, the wind follows a curve path to the west instead of moving along a straight path.","Since the earth is rotating from west to east, the wind follows a curve path to the west instead of moving along a straight path.",1,Average
8485,Science,Intermediate (Grade 4-6),Which of the following is NOT an outer planet?,Mars,Neptune,Jupiter,Saturn,Mars,1,Average
8486,Science,Intermediate (Grade 4-6),images/quizzes/SciQ06019_02.png,"Planet A 69,911","Planet C 6,371","Planet 3,390","Planet B 25,362","Planet 3,390",0,Average
8487,Science,Intermediate (Grade 4-6),images/quizzes/SciQ06019_03.png,Planet B 19.18,Planet C 1.000,Planet A 30.06,Planet D 9.539,Planet C 1.000,0,Average
8488,Science,Intermediate (Grade 4-6),Which of the planets has the shortest time of a day?,Earth,Neptune,Jupiter,Mercury,Jupiter,1,Average
8489,Science,Intermediate (Grade 4-6),Earth is one of the known planets that can sustain life.,TRUE,False. Earth is the only planet that can sustain life.,False. Earth is one of the known planets that cannot sustain life.,False. Earth is the only planet that cannot sustain life.,False. Earth is the only planet that can sustain life.,1,Average
8490,Science,Junior (Grade 7-10),The steps or procedures that scientists follow to answer their scientific quests is called _____.,The Scientific Method,The Game Theory,The Brownian Theory,The Big Bang Theory,The Scientific Method,1,Easy
8491,Science,Junior (Grade 7-10),Usually a scientific problem could be answered by conducting an experiment.,False. Usually a scientific problem could be answered by conducting a research.,False. Usually a scientific problem could be answered by conducting a survey.,False. Usually a scientific problem could be answered by both survey and research.,TRUE,TRUE,1,Easy
8492,Science,Junior (Grade 7-10),"When the results of the experiment do not support the hypothesis, a new hypothesis based on the results must be formed and a new experiment must be conducted.",TRUE,"False. When the results of the experiment do not support the hypothesis, a new hypothesis based on the results must be formed and no new experiment must be conducted.","False. When the results of the experiment do support the hypothesis, a new hypothesis based on the results must be formed and new experiment must be conducted.","False. When the results of the experiment do not support the hypothesis, no new hypothesis based on the results must be formed and no new experiment must be conducted.",TRUE,1,Average
8493,Science,Junior (Grade 7-10),"In the Scientific Method, you can simultaneously manipulate several variables to effectively determine their effects to the dependent variable as long as the experiment is confined in the laboratory.","False. In the Scientific Method, you can vary only one variable at a time to effectively determine their effects to the dependent variable as long as the experiment is confined in the laboratory.","False. In the Scientific Method, you can vary only one variable at a time to effectively determine their results to the dependent variable as long as the experiment is confined in the laboratory.",TRUE,"False. In the Scientific Method, you can vary only one variable at a time to effectively determine their results to the independent variable as long as the experiment is confined in the laboratory.","False. In the Scientific Method, you can vary only one variable at a time to effectively determine their effects to the dependent variable as long as the experiment is confined in the laboratory.",1,Average
8494,Science,Junior (Grade 7-10),Which of the following can be answered by conducting a scientific experiment?,None of the choices,When will the water tank be completely filled with rain water?,How long can an earthworm fertilize the garden soil at home?,What is the effect of soil type on the growth rate of corn plants?,What is the effect of soil type on the growth rate of corn plants?,1,Average
8495,Science,Junior (Grade 7-10),The procedure that scientists follow to answer their scientific quests is called ________.,Brownian Theory,The Game Theory,The Big Bang Theory,Scientific Method,Scientific Method,1,Easy
8496,Science,Junior (Grade 7-10),Which of the following problems can be answered by conducting a scientific experiment?,How long can an earthworm fertilize the garden soil at home?,When will the water tank be completely filled with rain water?,What is the effect of soil type on the growth rate of corn plants?,How many sacks of rice will the farmer harvest this coming harvest season?,What is the effect of soil type on the growth rate of corn plants?,1,Average
8497,Science,Junior (Grade 7-10),Usually a scientific problem could be answered by conducting an experiment.,False. Usually a scientific problem could be answered by conducting a research.,False. Usually a scientific problem could be answered by conducting a survey.,False. Usually a scientific problem could be answered by both survey and research.,TRUE,TRUE,1,Easy
8498,Science,Junior (Grade 7-10),"When the results of the experiment do not support the hypothesis, a new hypothesis based on the results must be formed and a new experiment must be conducted.",TRUE,"False. When the results of the experiment do not support the hypothesis, a new hypothesis based on the results must be formed and no new experiment must be conducted.","False. When the results of the experiment do support the hypothesis, a new hypothesis based on the results must be formed and new experiment must be conducted.","False. When the results of the experiment do not support the hypothesis, no new hypothesis based on the results must be formed and no new experiment must be conducted.",TRUE,1,Average
8499,Science,Junior (Grade 7-10),"In the Scientific Method, you can simultaneously manipulate several variables to effectively determine their effects to the dependent variable as long as the experiment is confined in the laboratory.","False. In the Scientific Method, you can vary only one variable at a time to effectively determine their effects to the dependent variable as long as the experiment is confined in the laboratory.","False. In the Scientific Method, you can vary only one variable at a time to effectively determine their results to the dependent variable as long as the experiment is confined in the laboratory.",TRUE,"False. In the Scientific Method, you can vary only one variable at a time to effectively determine their results to the independent variable as long as the experiment is confined in the laboratory.","False. In the Scientific Method, you can vary only one variable at a time to effectively determine their effects to the dependent variable as long as the experiment is confined in the laboratory.",1,Average
8500,Science,Junior (Grade 7-10),Conducting the experiment includes listing the materials needed and laying out the step-by-step procedure for carrying out the experiment.,False. Conducting the experiment includes listing the materials needed and laying out the step-by-step procedure for carrying out the conclusion.,False. Conducting the research includes listing the materials needed and laying out the step-by-step procedure for carrying out the experiment.,False. Conducting the survey includes listing the materials needed and laying out the step-by-step procedure for carrying out the experiment.,TRUE,TRUE,1,Average
8501,Science,Junior (Grade 7-10),The experiment is being conducted in order to test the hypothesis.,TRUE,False. The variable is being conducted in order to test the hypothesis.,False. The research is being conducted in order to test the hypothesis.,False. The experiment is being conducted in order to test the variables.,TRUE,1,Average
8502,Science,Junior (Grade 7-10),Preparing data tables before carrying out the experiment can help in systematically gathering and interpreting the experimental data.,False. Preparing necessary tools before carrying out the experiment can help in systematically gathering and interpreting the experimental data.,False. Preparing data tables after carrying out the experiment can help in systematically gathering and interpreting the experimental data.,TRUE,False. Preparing data tables after carrying out the experiment can help in systematically getting the hypothesis.,TRUE,1,Average
8503,Science,Junior (Grade 7-10),It is important to formulate first the hypothesis before designing and conducting the experiment.,False. It is important to conduct the experiment first before the formulation of the hypothesis.,False. It is important to design the experiment first after the experiment design.,False. It is important to conduct research first before the formulation of the experiment.,TRUE,TRUE,1,Average
8504,Science,Junior (Grade 7-10),A possible answer or tentative explanation to the question is called ________.,a hypothesis,an analysis,a conclusion,a guess,a hypothesis,1,Average
8505,Science,Junior (Grade 7-10),Factors affecting experimental results are called ________.,hypothesis,inference,variables,experimental set-ups,variables,1,Average
8506,Science,Junior (Grade 7-10),The variable that is being changed in the experiment is called ________.,experimental set-up,control set-up,dependent variable,independent variable,independent variable,1,Average
8507,Science,Junior (Grade 7-10),The variable that responds to the change and is the one measured in the experiment is called ________.,independent variable,control set-up,experimental set-up,dependent variable,dependent variable,1,Average
8508,Science,Junior (Grade 7-10),The set-up that is used as reference in comparing the results of the other set-ups is called ________.,dependent variable,control set-up,independent variable,experimental set-up,control set-up,1,Average
8509,Science,Junior (Grade 7-10),Which statements represent a good experimental design? I. Each of the experimental set-up should be compared vs. the control. II. Several variables should be changed all the time to obtain the most learning from the experiment. III. The variables should b,Statements II and III,Statements I and III,Statement II,Statement I,Statements I and III,1,Average
8510,Science,Junior (Grade 7-10),"Using charts, tables and graphs when presenting data ________.",is not necessary as it will only add to the paper work.,is not recommended because the data may be misinterpreted,is not considered scientific because it introduces bias to the data,"is very useful in interpreting results because values, trends, and relationships are seen.","is very useful in interpreting results because values, trends, and relationships are seen.",1,Average
8511,Science,Junior (Grade 7-10),"In the collection of data from a scientific experiment, ________.",estimation of the measurements is the preferred method,the experimenter can use of any available measuring device,the experimenter must follow standard methods of measurement,one trial is sufficient,the experimenter must follow standard methods of measurement,1,Average
8512,Science,Junior (Grade 7-10),Which statement/s is/are correct about the number of trials in a scientific experiment?,Multiple trials ead to inconsistent results.,Multiple trials will only delay the completion of the experiment,Multiple trials and multiple data sets are not necessary because they can lead to confusion.,Multiple trials help determine the reproducibility of results.,Multiple trials help determine the reproducibility of results.,1,Average
8513,Science,Junior (Grade 7-10),Data can also be presented as drawings or diagrams if applicable.,TRUE,False. Experiment can also be presented as drawings or diagrams if applicable.,False. Experiment design can also be presented as drawings or diagrams if applicable.,False. Data can also be presented as detailed narration of the experiment.,TRUE,1,Average
8514,Science,Junior (Grade 7-10),Personal bias and preferences must be avoided when interpreting data.,False. Independent variables must be avoided when interpreting data.,False. Numerical figures must be avoided when interpreting data.,TRUE,False. Personal bias and preferences must not be avoided when interpreting data.,TRUE,1,Average
8515,Science,Junior (Grade 7-10),Conclusions drawn from the experiment ________.,should be open-ended and subject for interpretation by the reader,may be changed based on the preference of the experimenter,may or may not be the experimenter's expected results,always support the hypothesis,may or may not be the experimenter's expected results,1,Average
8516,Science,Junior (Grade 7-10),A conclusion is ________.,a statement that accepts or rejects the hypothesis,an interpretation of the data,a summary of the data,a confirmation of the data,a statement that accepts or rejects the hypothesis,1,Easy
8517,Science,Junior (Grade 7-10),If the results support or answer the hypothesis ________.,verify the results by executing the experiment again or ask another experimenter to do exactly the project and compare results,limit the repetition to yourself to avoid discrepancies,the problem is completely solved and need not be reviewed by others,immediately publish the results in a journal,verify the results by executing the experiment again or ask another experimenter to do exactly the project and compare results,1,Easy
8518,Science,Junior (Grade 7-10),"True or false. If results do not support the hypothesis, the experimenter should immediately drop the idea and look for another problem to solve.",Maybe,Sometimes,FALSE,TRUE,FALSE,0,Easy
8519,Science,Junior (Grade 7-10),True or false. Publish the scientific study in a journal only after verification of the data.,TRUE,Maybe,Cannot say,FALSE,TRUE,0,Easy
8520,Science,Junior (Grade 7-10),"In winter time, a mixture of water and ethylene glycol is placed in the cooling system of internal-combustion engines. This is very useful to keep automobiles running smoothly. What do you think is the colligative property being applied?",Freezing Point Depression,Vapor Pressure Lowering,Boiling Point Elevation,Osmotic Pressure Increase,Freezing Point Depression,1,Average
8521,Science,Junior (Grade 7-10),Ice cream vendors add salt on the ice surrounding the ice cream containers. Which colligative property is being applied?,Osmotic Pressure Increase,Vapor Pressure Lowering,Freezing Point Depression,Boiling Point Elevation,Freezing Point Depression,1,Average
8522,Science,Junior (Grade 7-10),"When sugar is dissolved in water, the boiling point of the resulting solution is ________ versus pure water.",Lower,The same,Lesser,Higher,Higher,1,Average
8523,Science,Junior (Grade 7-10),Plants obtain water from the ground through their fine roots. What happens to the osmotic pressure inside the fine roots as water gets in?,Increase,Remain the same,Decrease,Continuously increase,Decrease,1,Average
8524,Science,Junior (Grade 7-10),"The famous dish, salted egg is prepared by keeping fresh eggs in mixture of clay, salt and water for about 2 weeks. What is the principle used behind the preparation of salted eggs?",Osmosis,Vapor Pressure Lowering,Freezing Point Depression,Boiling Point Elevation,Osmosis,1,Average
8525,Science,Junior (Grade 7-10),A 5 liter saline solution contains 80 grams of sodium hydroxide. What is the Mass Percent of Sodium Hydroxide? Assume: Density of solution is 1 g/ml,0.01,0.02,0.026,0.016,0.016,1,Average
8526,Science,Junior (Grade 7-10),"How many grams of calcium chloride (CaCl_2) is needed to prepare 2 liters of 2 Molar solution? Ca = 40 g/mole, Cl = 35.5 g/mole",222 g,302 g,151 g,444 g,444 g,1,Difficult
8527,Science,Junior (Grade 7-10),"What volume of a 2 Molar stock solution of Calcium Hydroxide, Ca(OH)_2 is needed to prepare 0.5 liter of a 0.5 Molar solution of Calcium hydroxide.",1 liter,1.25 liter,0.125 liter,0.25 liter,0.125 liter,1,Difficult
8528,Science,Junior (Grade 7-10),What is the volume of solution needed to prepare 5 Molar solution containing of 160 grams of Sodium Hydroxide (NaOH).,0.8 liter,1.8 liters,8 liters,1 liter,0.8 liter,1,Difficult
8529,Science,Junior (Grade 7-10),What is the concentration of the 2 liter dilute solution of sodium chloride (NaCl) prepared from 0.20 liter of a 5 Molar sodium chloride solution.,5 molar,0.15 molar,0.5 molar,25 molar,0.5 molar,1,Difficult
8530,Science,Junior (Grade 7-10),images/quizzes/SciQ07004_01.png,,"1-A, 2-B, 3-C","1-B, 2-A, 3-C","1-B, 2-C, 3-A","1-B, 2-C, 3-A",0,Average
8531,Science,Junior (Grade 7-10),"We do not see the air we breathe, but scientists have determined that it is made up of a combination of different types of gases, and their proportions may slightly vary from time to time. The air we breathe is an example of a ________.",Element,Homogeneous Mixture,Heterogeneous Mixture,Compound,Homogeneous Mixture,1,Average
8532,Science,Junior (Grade 7-10),images/quizzes/SciQ07004_03.png,Compound,Mixture,Element,,Compound,0,Average
8533,Science,Junior (Grade 7-10),images/quizzes/SciQ07004_04.png,,"1-A, 2-B, 3-C","1-B, 2-A, 3-C","1-B, 2-C, 3-A","1-B, 2-C, 3-A",0,Average
8534,Science,Junior (Grade 7-10),"A solid material was found in the laboratory. The Technician applied heat on the material. Based on the observation, the technician can infer that the material is a ________.",Element,Metal,Mixture,Compound,Compound,1,Average
8535,Science,Junior (Grade 7-10),"Classify the following pure substances. Carbon Dioxide, Ammonia, Oxygen Gas",Elements,Gas,Compounds,Mixture,Compounds,1,Average
8536,Science,Junior (Grade 7-10),What is a compound?,Made up of three or more elements combined in definite proportion,Made up of only 2 types of atom,Made up of only one type of atom,Made up of two or more elements combined in definite proportion,Made up of two or more elements combined in definite proportion,1,Average
8537,Science,Junior (Grade 7-10),"True or false. Apple juice is composed of different ingredients such as sugar, citric acid, flavors, vitamins, preservatives, and their proportions may vary. Apple juice is an example of a compound.",TRUE,Maybe,Cannot say,FALSE,FALSE,0,Average
8538,Science,Junior (Grade 7-10),images/quizzes/SciQ07005_04.png,"1-C. Element, 2-A. Solution","1-B. Compound, 2-A. Solution","1-C. Element, 2-B. Compound",,"1-C. Element, 2-B. Compound",0,Average
8539,Science,Junior (Grade 7-10),"When Magnesium hydroxide [Mg(OH)_2]decomposes, the resulting products are Magnesium oxide [MgO] and water [H_2O]. Magnesium hydroxide is a/an ________.",Mixture,Solution,Compound,Element,Compound,1,Average
8540,Science,Junior (Grade 7-10),images/quizzes/SciQ07006_01.png,1-C; 2-A; 3-B,1-A; 2-B; 3-C,,1-C; 2-B; 3-A,1-C; 2-A; 3-B,0,Average
8541,Science,Junior (Grade 7-10),"Aside from color, other properties such as odor or formation of gas can be used to indicate if a solution is acidic or basic.",FALSE,Cannot say,TRUE,Maybe,TRUE,0,Average
8542,Science,Junior (Grade 7-10),images/quizzes/SciQ07006_03.png,,1-C; 2-B; 3-A,1-A; 2-B; 3-C,1-A; 2-C; 3-B,1-A; 2-C; 3-B,0,Average
8543,Science,Junior (Grade 7-10),images/quizzes/SciQ07006_04.png,Acid = Bleach: Pink; Base = Vinegar: colorless,,,Acid = Vinegar: colorless; Base = Bleach: Pink,Acid = Bleach: Pink; Base = Vinegar: colorless,0,Average
8544,Science,Junior (Grade 7-10),images/quizzes/SciQ07006_05.png,Base,Neutral,Acid,,Neutral,0,Average
8545,Science,Junior (Grade 7-10),Which of the following does not belong to the group? Select the correct answer.,Neon (Ne),Sodium (Na),Titanium (Ti),Copper (Cu),Neon (Ne),1,Average
8546,Science,Junior (Grade 7-10),images/quizzes/SciQ07007_02.png,Solid A is likely a metal and Solid B is likely a non-metal,No interference can be made from the result of the tests.,,Solid B is likely a metal and Solid A is likely a non-metal,Solid A is likely a metal and Solid B is likely a non-metal,0,Average
8547,Science,Junior (Grade 7-10),Which of the following are properties of metals?,"Malleable, ductile, good conductor of heat and electricity","Good conductor of heat and electricity, hard and brittle","Has luster, not malleable, not ductile","Good conductor of heat not of electricity, has luster","Malleable, ductile, good conductor of heat and electricity",1,Average
8548,Science,Junior (Grade 7-10),Which statements is/are TRUE about non-metals?,None of the choices.,Some non-metal are solids while some are gases at room temperature.,Non-metals do not conduct electricity.,All of the above,All of the above,1,Average
8549,Science,Junior (Grade 7-10),True or false. Metals tend to lose electrons while non-metals tend to gain electrons when they react with other elements.,TRUE,Sometimes,Maybe,FALSE,TRUE,0,Average
8550,Science,Junior (Grade 7-10),It is used for holding the microscope. It connects the eyepiece to the objective lenses.,arm,stage,eyepiece,condenser,arm,1,Average
8551,Science,Junior (Grade 7-10),It controls the amount of light that reaches the specimen.,stage,iris diaphragm,objective lens,condenser,iris diaphragm,1,Average
8552,Science,Junior (Grade 7-10),It uses two sets of lenses which are the ocular and objective lenses. Its magnification can reach up to 1000 times.,simple light microscope,electron microscope,electrical microscope,compound light microscope,compound light microscope,1,Average
8553,Science,Junior (Grade 7-10),What type of objective lens has a magnification of 40 times?,high power objective lens,oil immersion objective lens,low power objective lens,none of the choices,high power objective lens,1,Average
8554,Science,Junior (Grade 7-10),Which of the following is NOT true about microscopes?,Compound light microscopes use only one set of lens.,Electron microscopes have higher magnification versus light microscopes.,Electron microscopes make use of electron beams and magnetic fields.,Simple light microscopes have the lowest magnification.,Compound light microscopes use only one set of lens.,1,Average
8555,Science,Junior (Grade 7-10),It is the distance by which two points in an image can be defined early.,resolution,contrast,condenser,magnification,resolution,1,Average
8556,Science,Junior (Grade 7-10),Which of the following statements is/are true?,"The higher the numerical aperture, the better the resolution.",Both statements are true.,Resolution depends on the quality of lenses.,None of the statements are true.,Both statements are true.,1,Average
8557,Science,Junior (Grade 7-10),Which of the following statements is/are true? 1) The magnification of the microscope is 2X making the images to appear double of its actual size. 2) The magnification of a microscope depends only on its objective lenses.,Both statements are false.,Both statements are true.,The 1st statement is false. The 2nd statement is true.,The 1st statement is true. The 2nd statement is false.,The 1st statement is true. The 2nd statement is false.,1,Average
8558,Science,Junior (Grade 7-10),Which of the following statements is/are true? 1) Microscope A (Mic A) has a total magnification of 600X. 2) Microscope (Mic B) has an ocular lens with a magnification of 10X and has an objective lens with a magnification of 70X.,Microscope A and Microscope B have the same resolution.,Microscope A has greater magnification than Microscope B.,Microscope A has lesser magnification than Microscope B.,Microscope A and Microscope B have the same magnification.,Microscope A has lesser magnification than Microscope B.,1,Average
8559,Science,Junior (Grade 7-10),Which of the following statements is/are true? 1) The microscope's limit of resolution is 300 nm. 2) Two parts of the specimen are 150 nm apart.,The two parts cannot be defined early in the microscope.,The two parts can be defined clearly in the microscope.,The microscope can resolve parts that are 100 nm apart.,Both a and b are true.,The two parts cannot be defined early in the microscope.,1,Average
8560,Science,Junior (Grade 7-10),Which of the following statements is/are true about the levels of biological organization?,All of the above.,An aquarium is an artificial ecosystem.,Different populations can stay and live in one place.,The levels of biological organization follow a hierarchy.,All of the above.,1,Average
8561,Science,Junior (Grade 7-10),"Identify the level of organization that this statement pertains to. The brain, the spinal cord, and the nerves all together play a vital role in the way humans respond to stimuli or changes in the environment.",organ,organism,organ system,tissue,organ system,1,Average
8562,Science,Junior (Grade 7-10),The ________ is the combination of different populations plus the abiotic factors in a specific area.,ecosystem,community,organism,biosphere,ecosystem,1,Average
8563,Science,Junior (Grade 7-10),The tissue level of biological organization comes after ________.,ecosystem,community,cells,organs,cells,1,Average
8564,Science,Junior (Grade 7-10),Which of the following shows the proper order of levels in a biological organization?,Cell - Organ - Organism - Ecosystem - Population,Cell - Tissue - Organ - Organism - Population,Cell - Tissue - Population - Organism - Organ,Cell - Organ - Tissue - Population - Community,Cell - Tissue - Organ - Organism - Population,1,Average
8565,Science,Junior (Grade 7-10),They are channels in the cell wall of plant cells which serve for transport and communication.,granum,plasmodesmata,thykaloids,tonoplast,plasmodesmata,1,Average
8566,Science,Junior (Grade 7-10),Which of the following is not a unique feature of plants?,Flagella,Vacuoles,Chloroplasts,Cell wall,Flagella,1,Average
8567,Science,Junior (Grade 7-10),Which of the following is true about plants?,Plants cannot move due to their rigid cell wall.,Both are true.,None of the above,Plant cells can shrink since its cytoplasm is covered with cell membrane.,Both are true.,1,Average
8568,Science,Junior (Grade 7-10),Which of the following describes chloroplasts?,Chloroplasts contain chlorophylls which gives color to the leaves of the plants.,Both describes chloroplasts.,Chloroplasts can convert solar energy into chemical energy.,None of the above,Both describes chloroplasts.,1,Average
